pkd_code,target,n_train,n_test,mae,rmse,r2,n_features_used,missing_features
22.2,22.2_NP_dyn,5,2,0.25423988353328086,0.2633744321856923,-13.67080187775714,6,
22.2,22.2_CF_dyn,5,2,0.17612789982269939,0.1857540630586845,-6.544739673766505,6,
22.2,22.2_EN_dyn,5,2,0.03139338085816225,0.03149876124525298,-116.03444462140901,6,
22.2,22.2_DEBT_to_GS,5,2,0.027019964460921725,0.02705675740474763,-123.72073547470809,6,
22.2,22.2_LTL_to_GS,5,2,0.006675910962444145,0.0067324108082871545,-13.42879777095025,6,
22.2,22.2_STL_to_GS,5,2,0.009708372418319913,0.009713420444686925,-222.0655725785207,6,
22.2,22.2_STC_to_GS_I,5,2,0.009821393791189209,0.00982520052580204,-83.57725862981692,6,
22.2,22.2_LTC_to_GS_I,5,2,0.0035071242580651113,0.003507124499062606,-146.75973641331746,6,
22.2,22.2_NWC_to_GS,5,2,0.023802675258817962,0.02383023522461879,-550.482833356272,6,
22.2,22.2_C_to_GS,5,2,0.02080890250454305,0.020819221578791257,-56.66809799556381,6,
22.2,22.2_INV_to_GS_I,5,2,0.008733247485767481,0.009217910124480531,-7.102533934869085,6,
22.2,22.2_REC_to_GS_I,5,2,0.012518558948477726,0.012518628488250588,-463.8928434183307,6,
22.2,22.2_REC_to_STL,5,2,0.015170485564866498,0.015360882365431502,-43.74842379454991,6,
22.2,22.2_INV_to_STL,5,2,0.09941493459101575,0.1012600850950891,-47.36411446667717,6,
22.2,22.2_NWC_to_STL,5,2,0.11426356137594784,0.11435751933069101,-275.98318639231445,6,
22.2,22.2_CF_to_TC,5,2,0.006300646433685511,0.00838096902575125,-0.5102756251765168,6,
22.2,22.2_OFE_to_GS,5,2,0.0022694818959506004,0.002283044331393815,-0.011987722888955554,6,
22.2,22.2_OFE_to_NP,5,2,0.027138218666493817,0.029651763417511107,-0.09280457560295696,6,
22.2,22.2_PPO_to_GS_I,5,2,0.0009698198637204201,0.0010873344964833632,-0.42549133974018316,6,
29.3,29.3_CF,4,2,1830.0808691406246,1851.8454298044,-38.44103368707584,6,
29.3,29.3_EN,4,2,3.56365966796875,3.6283564320431942,-1.1063952445983887,6,
29.3,29.3_GS,4,2,28223.819375000006,29181.06662800028,-66.75275637952375,6,
29.3,29.3_GS_I,4,2,26271.819843749996,27338.11142291355,-83.13152596632756,6,
29.3,29.3_LTC,4,2,1471.63892578125,1539.5970891707873,-2.317829619666592,6,
29.3,29.3_LTL,4,2,1160.313271484375,1186.4063506587368,-1.9612854396646537,6,
29.3,29.3_NP,4,2,741.825,777.754639996823,-25.02737468130247,6,
29.3,29.3_PEN,4,2,16.392181396484375,18.751144170819117,-0.5626907348632812,6,
29.3,29.3_PNPM,4,2,26556.15328125,27599.08397523732,-90.28438215042904,6,
29.3,29.3_STC,4,2,2087.9687353515624,2295.1638033855056,-271.5470996163108,6,
29.3,29.3_STL,4,2,8830.782656249998,9125.58484193967,-30.585160357710468,6,
