year,10.1_CF,10.1_EN,10.1_GS,10.1_GS_I,10.1_LTC,10.1_LTL,10.1_NP,10.1_PEN,10.1_PNPM,10.1_STC,10.1_STL,10.1_TC,10.1_EN_upadlosci,10.1_Średni CF na firmę,10.1_Marża CF (CF Margin),10.1_Udział działalności fin. w NP,10.1_Relacja CF do NP,10.1_GS_dyn,10.1_GS_I_dyn,10.1_NP_dyn,10.1_CF_dyn,10.1_EN_dyn,10.1_DEBT_to_GS,10.1_LTL_to_GS,10.1_STL_to_GS,10.1_STC_to_GS_I,10.1_LTC_to_GS_I,10.1_NWC_to_GS,10.1_C_to_GS,10.1_INV_to_GS_I,10.1_REC_to_GS_I,10.1_REC_to_STL,10.1_INV_to_STL,10.1_NWC_to_STL,10.1_CF_to_TC,10.1_OFE_to_GS,10.1_OFE_to_NP,10.1_PPO_to_GS_I,22.2_CF,22.2_EN,22.2_GS,22.2_GS_I,22.2_LTC,22.2_LTL,22.2_NP,22.2_PEN,22.2_PNPM,22.2_STC,22.2_STL,22.2_TC,22.2_EN_upadlosci,22.2_Średni CF na firmę,22.2_Marża CF (CF Margin),22.2_Udział działalności fin. w NP,22.2_Relacja CF do NP,22.2_GS_dyn,22.2_GS_I_dyn,22.2_NP_dyn,22.2_CF_dyn,22.2_EN_dyn,22.2_DEBT_to_GS,22.2_LTL_to_GS,22.2_STL_to_GS,22.2_STC_to_GS_I,22.2_LTC_to_GS_I,22.2_NWC_to_GS,22.2_C_to_GS,22.2_INV_to_GS_I,22.2_REC_to_GS_I,22.2_REC_to_STL,22.2_INV_to_STL,22.2_NWC_to_STL,22.2_CF_to_TC,22.2_OFE_to_GS,22.2_OFE_to_NP,22.2_PPO_to_GS_I,29.3_CF,29.3_EN,29.3_GS,29.3_GS_I,29.3_LTC,29.3_LTL,29.3_NP,29.3_PEN,29.3_PNPM,29.3_STC,29.3_STL,29.3_TC,29.3_EN_upadlosci,29.3_Średni CF na firmę,29.3_Marża CF (CF Margin),29.3_Udział działalności fin. w NP,29.3_Relacja CF do NP,29.3_GS_dyn,29.3_GS_I_dyn,29.3_NP_dyn,29.3_CF_dyn,29.3_EN_dyn,29.3_DEBT_to_GS,29.3_LTL_to_GS,29.3_STL_to_GS,29.3_STC_to_GS_I,29.3_LTC_to_GS_I,29.3_NWC_to_GS,29.3_C_to_GS,29.3_INV_to_GS_I,29.3_REC_to_GS_I,29.3_REC_to_STL,29.3_INV_to_STL,29.3_NWC_to_STL,29.3_CF_to_TC,29.3_OFE_to_GS,29.3_OFE_to_NP,29.3_PPO_to_GS_I,35.1_CF,35.1_EN,35.1_GS,35.1_GS_I,35.1_LTC,35.1_LTL,35.1_NP,35.1_PEN,35.1_PNPM,35.1_STC,35.1_STL,35.1_TC,35.1_EN_upadlosci,35.1_Średni CF na firmę,35.1_Marża CF (CF Margin),35.1_Udział działalności fin. w NP,35.1_Relacja CF do NP,35.1_GS_dyn,35.1_GS_I_dyn,35.1_NP_dyn,35.1_CF_dyn,35.1_EN_dyn,35.1_DEBT_to_GS,35.1_LTL_to_GS,35.1_STL_to_GS,35.1_STC_to_GS_I,35.1_LTC_to_GS_I,35.1_NWC_to_GS,35.1_C_to_GS,35.1_INV_to_GS_I,35.1_REC_to_GS_I,35.1_REC_to_STL,35.1_INV_to_STL,35.1_NWC_to_STL,35.1_CF_to_TC,35.1_OFE_to_GS,35.1_OFE_to_NP,35.1_PPO_to_GS_I,41.2_CF,41.2_EN,41.2_GS,41.2_GS_I,41.2_LTC,41.2_LTL,41.2_NP,41.2_PEN,41.2_PNPM,41.2_STC,41.2_STL,41.2_TC,41.2_EN_upadlosci,41.2_Średni CF na firmę,41.2_Marża CF (CF Margin),41.2_Udział działalności fin. w NP,41.2_Relacja CF do NP,41.2_GS_dyn,41.2_GS_I_dyn,41.2_NP_dyn,41.2_CF_dyn,41.2_EN_dyn,41.2_DEBT_to_GS,41.2_LTL_to_GS,41.2_STL_to_GS,41.2_STC_to_GS_I,41.2_LTC_to_GS_I,41.2_NWC_to_GS,41.2_C_to_GS,41.2_INV_to_GS_I,41.2_REC_to_GS_I,41.2_REC_to_STL,41.2_INV_to_STL,41.2_NWC_to_STL,41.2_CF_to_TC,41.2_OFE_to_GS,41.2_OFE_to_NP,41.2_PPO_to_GS_I,45.1_CF,45.1_EN,45.1_GS,45.1_GS_I,45.1_LTC,45.1_LTL,45.1_NP,45.1_PEN,45.1_PNPM,45.1_STC,45.1_STL,45.1_TC,45.1_EN_upadlosci,45.1_Średni CF na firmę,45.1_Marża CF (CF Margin),45.1_Udział działalności fin. w NP,45.1_Relacja CF do NP,45.1_GS_dyn,45.1_GS_I_dyn,45.1_NP_dyn,45.1_CF_dyn,45.1_EN_dyn,45.1_DEBT_to_GS,45.1_LTL_to_GS,45.1_STL_to_GS,45.1_STC_to_GS_I,45.1_LTC_to_GS_I,45.1_NWC_to_GS,45.1_C_to_GS,45.1_INV_to_GS_I,45.1_REC_to_GS_I,45.1_REC_to_STL,45.1_INV_to_STL,45.1_NWC_to_STL,45.1_CF_to_TC,45.1_OFE_to_GS,45.1_OFE_to_NP,45.1_PPO_to_GS_I,46.3_CF,46.3_EN,46.3_GS,46.3_GS_I,46.3_LTC,46.3_LTL,46.3_NP,46.3_PEN,46.3_PNPM,46.3_STC,46.3_STL,46.3_TC,46.3_EN_upadlosci,46.3_Średni CF na firmę,46.3_Marża CF (CF Margin),46.3_Udział działalności fin. w NP,46.3_Relacja CF do NP,46.3_GS_dyn,46.3_GS_I_dyn,46.3_NP_dyn,46.3_CF_dyn,46.3_EN_dyn,46.3_DEBT_to_GS,46.3_LTL_to_GS,46.3_STL_to_GS,46.3_STC_to_GS_I,46.3_LTC_to_GS_I,46.3_NWC_to_GS,46.3_C_to_GS,46.3_INV_to_GS_I,46.3_REC_to_GS_I,46.3_REC_to_STL,46.3_INV_to_STL,46.3_NWC_to_STL,46.3_CF_to_TC,46.3_OFE_to_GS,46.3_OFE_to_NP,46.3_PPO_to_GS_I,46.4_CF,46.4_EN,46.4_GS,46.4_GS_I,46.4_LTC,46.4_LTL,46.4_NP,46.4_PEN,46.4_PNPM,46.4_STC,46.4_STL,46.4_TC,46.4_EN_upadlosci,46.4_Średni CF na firmę,46.4_Marża CF (CF Margin),46.4_Udział działalności fin. w NP,46.4_Relacja CF do NP,46.4_GS_dyn,46.4_GS_I_dyn,46.4_NP_dyn,46.4_CF_dyn,46.4_EN_dyn,46.4_DEBT_to_GS,46.4_LTL_to_GS,46.4_STL_to_GS,46.4_STC_to_GS_I,46.4_LTC_to_GS_I,46.4_NWC_to_GS,46.4_C_to_GS,46.4_INV_to_GS_I,46.4_REC_to_GS_I,46.4_REC_to_STL,46.4_INV_to_STL,46.4_NWC_to_STL,46.4_CF_to_TC,46.4_OFE_to_GS,46.4_OFE_to_NP,46.4_PPO_to_GS_I,46.7_CF,46.7_EN,46.7_GS,46.7_GS_I,46.7_LTC,46.7_LTL,46.7_NP,46.7_PEN,46.7_PNPM,46.7_STC,46.7_STL,46.7_TC,46.7_EN_upadlosci,46.7_Średni CF na firmę,46.7_Marża CF (CF Margin),46.7_Udział działalności fin. w NP,46.7_Relacja CF do NP,46.7_GS_dyn,46.7_GS_I_dyn,46.7_NP_dyn,46.7_CF_dyn,46.7_EN_dyn,46.7_DEBT_to_GS,46.7_LTL_to_GS,46.7_STL_to_GS,46.7_STC_to_GS_I,46.7_LTC_to_GS_I,46.7_NWC_to_GS,46.7_C_to_GS,46.7_INV_to_GS_I,46.7_REC_to_GS_I,46.7_REC_to_STL,46.7_INV_to_STL,46.7_NWC_to_STL,46.7_CF_to_TC,46.7_OFE_to_GS,46.7_OFE_to_NP,46.7_PPO_to_GS_I,46.9_CF,46.9_EN,46.9_GS,46.9_GS_I,46.9_LTC,46.9_LTL,46.9_NP,46.9_PEN,46.9_PNPM,46.9_STC,46.9_STL,46.9_TC,46.9_EN_upadlosci,46.9_Średni CF na firmę,46.9_Marża CF (CF Margin),46.9_Udział działalności fin. w NP,46.9_Relacja CF do NP,46.9_GS_dyn,46.9_GS_I_dyn,46.9_NP_dyn,46.9_CF_dyn,46.9_EN_dyn,46.9_DEBT_to_GS,46.9_LTL_to_GS,46.9_STL_to_GS,46.9_STC_to_GS_I,46.9_LTC_to_GS_I,46.9_NWC_to_GS,46.9_C_to_GS,46.9_INV_to_GS_I,46.9_REC_to_GS_I,46.9_REC_to_STL,46.9_INV_to_STL,46.9_NWC_to_STL,46.9_CF_to_TC,46.9_OFE_to_GS,46.9_OFE_to_NP,46.9_PPO_to_GS_I,47.1_CF,47.1_EN,47.1_GS,47.1_GS_I,47.1_LTC,47.1_LTL,47.1_NP,47.1_PEN,47.1_PNPM,47.1_STC,47.1_STL,47.1_TC,47.1_EN_upadlosci,47.1_Średni CF na firmę,47.1_Marża CF (CF Margin),47.1_Udział działalności fin. w NP,47.1_Relacja CF do NP,47.1_GS_dyn,47.1_GS_I_dyn,47.1_NP_dyn,47.1_CF_dyn,47.1_EN_dyn,47.1_DEBT_to_GS,47.1_LTL_to_GS,47.1_STL_to_GS,47.1_STC_to_GS_I,47.1_LTC_to_GS_I,47.1_NWC_to_GS,47.1_C_to_GS,47.1_INV_to_GS_I,47.1_REC_to_GS_I,47.1_REC_to_STL,47.1_INV_to_STL,47.1_NWC_to_STL,47.1_CF_to_TC,47.1_OFE_to_GS,47.1_OFE_to_NP,47.1_PPO_to_GS_I,49.4_CF,49.4_EN,49.4_GS,49.4_GS_I,49.4_LTC,49.4_LTL,49.4_NP,49.4_PEN,49.4_PNPM,49.4_STC,49.4_STL,49.4_TC,49.4_EN_upadlosci,49.4_Średni CF na firmę,49.4_Marża CF (CF Margin),49.4_Udział działalności fin. w NP,49.4_Relacja CF do NP,49.4_GS_dyn,49.4_GS_I_dyn,49.4_NP_dyn,49.4_CF_dyn,49.4_EN_dyn,49.4_DEBT_to_GS,49.4_LTL_to_GS,49.4_STL_to_GS,49.4_STC_to_GS_I,49.4_LTC_to_GS_I,49.4_NWC_to_GS,49.4_C_to_GS,49.4_INV_to_GS_I,49.4_REC_to_GS_I,49.4_REC_to_STL,49.4_INV_to_STL,49.4_NWC_to_STL,49.4_CF_to_TC,49.4_OFE_to_GS,49.4_OFE_to_NP,49.4_PPO_to_GS_I,52.2_CF,52.2_EN,52.2_GS,52.2_GS_I,52.2_LTC,52.2_LTL,52.2_NP,52.2_PEN,52.2_PNPM,52.2_STC,52.2_STL,52.2_TC,52.2_EN_upadlosci,52.2_Średni CF na firmę,52.2_Marża CF (CF Margin),52.2_Udział działalności fin. w NP,52.2_Relacja CF do NP,52.2_GS_dyn,52.2_GS_I_dyn,52.2_NP_dyn,52.2_CF_dyn,52.2_EN_dyn,52.2_DEBT_to_GS,52.2_LTL_to_GS,52.2_STL_to_GS,52.2_STC_to_GS_I,52.2_LTC_to_GS_I,52.2_NWC_to_GS,52.2_C_to_GS,52.2_INV_to_GS_I,52.2_REC_to_GS_I,52.2_REC_to_STL,52.2_INV_to_STL,52.2_NWC_to_STL,52.2_CF_to_TC,52.2_OFE_to_GS,52.2_OFE_to_NP,52.2_PPO_to_GS_I,62.0_CF,62.0_EN,62.0_GS,62.0_GS_I,62.0_LTC,62.0_LTL,62.0_NP,62.0_PEN,62.0_PNPM,62.0_STC,62.0_STL,62.0_TC,62.0_EN_upadlosci,62.0_Średni CF na firmę,62.0_Marża CF (CF Margin),62.0_Udział działalności fin. w NP,62.0_Relacja CF do NP,62.0_GS_dyn,62.0_GS_I_dyn,62.0_NP_dyn,62.0_CF_dyn,62.0_EN_dyn,62.0_DEBT_to_GS,62.0_LTL_to_GS,62.0_STL_to_GS,62.0_STC_to_GS_I,62.0_LTC_to_GS_I,62.0_NWC_to_GS,62.0_C_to_GS,62.0_INV_to_GS_I,62.0_REC_to_GS_I,62.0_REC_to_STL,62.0_INV_to_STL,62.0_NWC_to_STL,62.0_CF_to_TC,62.0_OFE_to_GS,62.0_OFE_to_NP,62.0_PPO_to_GS_I
2025,4865.6807,571.5888,79748.21,78394.62,3483.6946,4483.138,2676.704,500.49634,76384.87,2988.4626,11204.549,76535.45,6.0006537,8.537775,0.059582517,-0.025598202,1.821223,0.06303777,0.06187244,0.3800347,0.28082892,-0.064316414,0.19158645,0.054966692,0.14117527,0.038285438,0.040870845,0.016906234,0.022684902,0.04667982,0.10234368,0.7293939,0.3230639,0.10415494,0.062138457,0.0059241652,0.1868652,0.0076374626,11322.308,1187.5637,77925.15,76327.08,6230.018,7724.617,6821.037,1031.0945,76214.01,4946.078,18038.658,71552.6,12.000282,9.3766575,0.11453039,-0.0419612,1.68105,0.080971,0.08471306,0.14697266,0.12682019,-0.023767725,0.32356888,0.08104372,0.21881434,0.05550951,0.06596743,0.11838301,0.0548069,0.1312681,0.16064833,0.6697976,0.5428819,0.5717837,0.12267227,0.005296399,0.07061327,0.015422741,7302.7524,320.54825,116704.78,113226.89,6813.169,7721.2764,1980.0684,207.68715,112844.66,5842.149,35145.043,113829.85,2.6057272,22.818756,0.06981714,0.16413908,3.8744528,-0.01868865,-0.0846861,-0.50024724,-0.08851836,-0.022834137,0.41807112,0.07673821,0.33997074,0.054365672,0.0707436,0.0035685396,0.03961797,0.11389663,0.19447549,0.55091,0.36087894,0.009274804,0.07155084,0.010500534,0.5003368,0.019365799,33524.023,130.67812,320379.03,295909.16,42440.047,64632.33,9066.01,83.882744,294671.16,24009.746,92689.016,312411.22,4.901025,254.38548,0.104646735,0.41888154,3.7832167,0.39308903,0.3799644,-0.15132883,0.3148138,0.108079344,0.48734143,0.20908213,0.2876049,0.07946068,0.13615784,-0.07764016,0.07051906,0.046473686,0.17086813,0.55364066,0.14688906,-0.26310897,0.10816563,0.029867653,1.0597734,0.021679817,8008.0327,1425.999,83230.31,81334.58,3813.4353,6376.764,6625.5967,1215.0006,79781.64,2460.0986,28726.777,75700.1,53.999836,5.6147075,0.09510075,0.004742661,1.2096732,0.28237504,0.29590043,0.61161953,0.5360277,0.00542864,0.42197615,0.077691466,0.34534347,0.031258136,0.04623158,0.18624519,0.12500688,0.18136247,0.22994785,0.653784,0.51108086,0.53781414,0.104635805,0.002845635,0.033138525,0.014791025,6079.303,598.0718,161456.12,159813.2,2156.6655,4444.55,3814.4124,527.92444,159661.89,5902.186,30663.12,157182.64,6.8619847,10.193043,0.03574581,-0.13861361,1.5812384,-0.10993281,-0.10711571,0.018144056,0.25022745,-0.022734836,0.21856965,0.029189354,0.19842702,0.03639251,0.01511854,0.026563928,0.043243337,0.11585707,0.0776191,0.41679266,0.60454863,0.14866552,0.03667967,0.0024858033,0.24257433,0.0058399793,6307.3403,1028.9645,143099.14,141583.52,5392.743,8386.543,3754.9365,887.6536,141173.06,3045.8152,21558.861,138816.38,19.942638,6.032569,0.04027681,-0.047955044,1.7446228,0.044694327,0.038351804,0.2528383,0.19852893,-0.017422138,0.20532942,0.056088902,0.1537098,0.02262097,0.038036443,0.020529538,0.022717135,0.04832053,0.09713182,0.61329293,0.33097255,0.13356483,0.041594177,0.0015459917,0.04916901,0.0057042004,7187.076,1100.5469,114576.66,112518.08,2553.2444,4129.8047,4676.634,951.96295,112721.3,4962.632,29588.078,110231.32,20.472605,6.3910336,0.05057005,0.039720673,1.5612752,0.053498544,0.051491346,0.057331003,0.069274075,0.0072916094,0.27842548,0.034519162,0.24768965,0.038709134,0.022228625,0.12558831,0.044412144,0.14700668,0.18680389,0.7137629,0.5931439,0.5124957,0.05246862,0.0037246111,0.0951317,0.010004856,9667.815,2197.4004,261787.84,259053.78,5875.8623,8269.467,6285.0923,2014.7037,258525.73,8827.299,42059.28,253577.92,26.691181,4.315805,0.044033896,-0.025124729,1.5492936,0.03417219,0.03344421,0.047774337,0.079157434,-0.01924724,0.19190241,0.030112388,0.15988338,0.03430286,0.016983263,0.07136628,0.025409607,0.09040937,0.113457575,0.6726824,0.54844123,0.47164,0.045582764,0.0035804939,0.13072915,0.005659807,6933.5474,1616.2507,138547.95,136679.9,4531.996,6418.6416,4781.291,1480.3322,136357.44,5592.2695,27340.723,132686.75,12.124134,4.079196,0.049517743,-0.017635282,1.4432073,0.010026802,0.0017890915,0.18227722,0.15284276,-0.03202985,0.22656512,0.035168182,0.18760842,0.03257536,0.026043577,0.116469055,0.04652238,0.120963424,0.13727343,0.7154878,0.60552883,0.6328402,0.05155947,0.0034280363,0.08827421,0.009061288,12907.676,1757.8542,215267.56,212386.88,5337.975,8088.993,8393.088,1473.4514,211809.47,3230.1682,37698.32,206964.22,34.59632,7.3490815,0.055132736,-0.018352041,1.538125,0.0999636,0.1063502,0.29141375,0.13019074,-0.04701132,0.21257378,0.03362365,0.17403677,0.015212062,0.024939494,-0.028951494,0.047018614,0.0736063,0.022521803,0.1261828,0.41517785,-0.16085763,0.057165135,0.0016758231,0.024388032,0.0075371144,6890.9614,1931.18,83745.07,81097.336,2163.6282,6098.5625,3764.768,1713.0176,81045.32,2039.0575,15214.049,79204.33,54.889843,3.5929453,0.08200713,-0.010069153,1.8331916,0.14743155,0.14665622,0.09510974,0.0029371458,0.0080585675,0.25360334,0.07153374,0.18318383,0.024967752,0.026604777,0.057250418,0.04267737,0.009345238,0.18954328,0.97917205,0.04893932,0.29158038,0.08694908,0.004117999,0.07201106,0.024234436,7795.703,578.6134,55972.227,51144.34,20332.15,30135.299,2935.259,464.49036,51098.04,1575.5276,15663.989,52066.098,11.557953,14.275249,0.13946939,-0.09345483,2.561916,0.28622302,0.27095282,-3.535599,0.30744737,0.01372126,0.9246845,0.6427697,0.28245017,0.032597575,0.45790863,-0.9412537,0.28222856,0.011211029,0.2070562,0.6562902,0.039244752,-3.3163872,0.14806473,0.006405589,0.10131092,0.06773831,8016.0425,1590.997,77000.06,74949.195,2005.404,2900.2642,5695.719,1303.9973,74621.79,1579.695,15000.271,70075.92,46.99886,5.0372586,0.104122065,0.090089016,1.4084733,0.31627172,0.31936705,0.33845785,0.31523615,0.15014878,0.2313641,0.03880689,0.19369698,0.021537837,0.02785643,0.14460617,0.12485573,0.014678131,0.23203541,1.1601202,0.076156534,0.7381888,0.114482045,0.004403302,0.06705438,0.012570818
2026,4865.6807,571.5888,79748.21,78394.62,3483.6946,4483.138,2676.704,500.49634,76384.87,2988.4626,11204.549,76535.45,6.0006537,8.537775,0.059582517,-0.025598202,1.821223,0.06303777,0.06187244,0.3800347,0.28082892,-0.064316414,0.19158645,0.054966692,0.14117527,0.038285438,0.040870845,0.016906234,0.022684902,0.04667982,0.10234368,0.7293939,0.3230639,0.10415494,0.062138457,0.0059241652,0.1868652,0.0076374626,11322.308,1187.5637,77925.15,76327.08,6230.018,7724.617,6821.037,1031.0945,76214.01,4946.078,18038.658,71552.6,12.000282,9.3766575,0.11453039,-0.0419612,1.68105,0.080971,0.08471306,0.14697266,0.12682019,-0.023767725,0.32356888,0.08104372,0.21881434,0.05550951,0.06596743,0.11838301,0.0548069,0.1312681,0.16064833,0.6697976,0.5428819,0.5717837,0.12267227,0.005296399,0.07061327,0.015422741,7302.7524,320.54825,116704.78,113226.89,6813.169,7721.2764,1980.0684,207.68715,112844.66,5842.149,35145.043,113829.85,2.6057272,22.818756,0.06981714,0.16413908,3.8744528,-0.01868865,-0.0846861,-0.50024724,-0.08851836,-0.022834137,0.41807112,0.07673821,0.33997074,0.054365672,0.0707436,0.0035685396,0.03961797,0.11389663,0.19447549,0.55091,0.36087894,0.009274804,0.07155084,0.010500534,0.5003368,0.019365799,33524.023,130.67812,320379.03,295909.16,42440.047,64632.33,9066.01,83.882744,294671.16,24009.746,92689.016,312411.22,4.901025,254.38548,0.104646735,0.41888154,3.7832167,0.39308903,0.3799644,-0.15132883,0.3148138,0.108079344,0.48734143,0.20908213,0.2876049,0.07946068,0.13615784,-0.07764016,0.07051906,0.046473686,0.17086813,0.55364066,0.14688906,-0.26310897,0.10816563,0.029867653,1.0597734,0.021679817,8008.0327,1425.999,83230.31,81334.58,3813.4353,6376.764,6625.5967,1215.0006,79781.64,2460.0986,28726.777,75700.1,53.999836,5.6147075,0.09510075,0.004742661,1.2096732,0.28237504,0.29590043,0.61161953,0.5360277,0.00542864,0.42197615,0.077691466,0.34534347,0.031258136,0.04623158,0.18624519,0.12500688,0.18136247,0.22994785,0.653784,0.51108086,0.53781414,0.104635805,0.002845635,0.033138525,0.014791025,6079.303,598.0718,161456.12,159813.2,2156.6655,4444.55,3814.4124,527.92444,159661.89,5902.186,30663.12,157182.64,6.8619847,10.193043,0.03574581,-0.13861361,1.5812384,-0.10993281,-0.10711571,0.018144056,0.25022745,-0.022734836,0.21856965,0.029189354,0.19842702,0.03639251,0.01511854,0.026563928,0.043243337,0.11585707,0.0776191,0.41679266,0.60454863,0.14866552,0.03667967,0.0024858033,0.24257433,0.0058399793,6307.3403,1028.9645,143099.14,141583.52,5392.743,8386.543,3754.9365,887.6536,141173.06,3045.8152,21558.861,138816.38,19.942638,6.032569,0.04027681,-0.047955044,1.7446228,0.044694327,0.038351804,0.2528383,0.19852893,-0.017422138,0.20532942,0.056088902,0.1537098,0.02262097,0.038036443,0.020529538,0.022717135,0.04832053,0.09713182,0.61329293,0.33097255,0.13356483,0.041594177,0.0015459917,0.04916901,0.0057042004,7187.076,1100.5469,114576.66,112518.08,2553.2444,4129.8047,4676.634,951.96295,112721.3,4962.632,29588.078,110231.32,20.472605,6.3910336,0.05057005,0.039720673,1.5612752,0.053498544,0.051491346,0.057331003,0.069274075,0.0072916094,0.27842548,0.034519162,0.24768965,0.038709134,0.022228625,0.12558831,0.044412144,0.14700668,0.18680389,0.7137629,0.5931439,0.5124957,0.05246862,0.0037246111,0.0951317,0.010004856,9667.815,2197.4004,261787.84,259053.78,5875.8623,8269.467,6285.0923,2014.7037,258525.73,8827.299,42059.28,253577.92,26.691181,4.315805,0.044033896,-0.025124729,1.5492936,0.03417219,0.03344421,0.047774337,0.079157434,-0.01924724,0.19190241,0.030112388,0.15988338,0.03430286,0.016983263,0.07136628,0.025409607,0.09040937,0.113457575,0.6726824,0.54844123,0.47164,0.045582764,0.0035804939,0.13072915,0.005659807,6933.5474,1616.2507,138547.95,136679.9,4531.996,6418.6416,4781.291,1480.3322,136357.44,5592.2695,27340.723,132686.75,12.124134,4.079196,0.049517743,-0.017635282,1.4432073,0.010026802,0.0017890915,0.18227722,0.15284276,-0.03202985,0.22656512,0.035168182,0.18760842,0.03257536,0.026043577,0.116469055,0.04652238,0.120963424,0.13727343,0.7154878,0.60552883,0.6328402,0.05155947,0.0034280363,0.08827421,0.009061288,12907.676,1757.8542,215267.56,212386.88,5337.975,8088.993,8393.088,1473.4514,211809.47,3230.1682,37698.32,206964.22,34.59632,7.3490815,0.055132736,-0.018352041,1.538125,0.0999636,0.1063502,0.29141375,0.13019074,-0.04701132,0.21257378,0.03362365,0.17403677,0.015212062,0.024939494,-0.028951494,0.047018614,0.0736063,0.022521803,0.1261828,0.41517785,-0.16085763,0.057165135,0.0016758231,0.024388032,0.0075371144,6890.9614,1931.18,83745.07,81097.336,2163.6282,6098.5625,3764.768,1713.0176,81045.32,2039.0575,15214.049,79204.33,54.889843,3.5929453,0.08200713,-0.010069153,1.8331916,0.14743155,0.14665622,0.09510974,0.0029371458,0.0080585675,0.25360334,0.07153374,0.18318383,0.024967752,0.026604777,0.057250418,0.04267737,0.009345238,0.18954328,0.97917205,0.04893932,0.29158038,0.08694908,0.004117999,0.07201106,0.024234436,7795.703,578.6134,55972.227,51144.34,20332.15,30135.299,2935.259,464.49036,51098.04,1575.5276,15663.989,52066.098,11.557953,14.275249,0.13946939,-0.09345483,2.561916,0.28622302,0.27095282,-3.535599,0.30744737,0.01372126,0.9246845,0.6427697,0.28245017,0.032597575,0.45790863,-0.9412537,0.28222856,0.011211029,0.2070562,0.6562902,0.039244752,-3.3163872,0.14806473,0.006405589,0.10131092,0.06773831,8016.0425,1590.997,77000.06,74949.195,2005.404,2900.2642,5695.719,1303.9973,74621.79,1579.695,15000.271,70075.92,46.99886,5.0372586,0.104122065,0.090089016,1.4084733,0.31627172,0.31936705,0.33845785,0.31523615,0.15014878,0.2313641,0.03880689,0.19369698,0.021537837,0.02785643,0.14460617,0.12485573,0.014678131,0.23203541,1.1601202,0.076156534,0.7381888,0.114482045,0.004403302,0.06705438,0.012570818
